Time,Biguacu Voltage
0.011066667,-278.0874696
0.011083333,-280.0292432
0.0111,-281.5683059
0.011116667,-282.5567209
0.011133333,-283.0605623
0.01115,-283.3188986
0.011166667,-283.6406375
0.011183333,-284.2812966
0.0112,-285.3473162
0.011216667,-286.7629458
0.011233333,-288.3094671
0.01125,-289.7186022
0.011266667,-290.7820529
0.011283333,-291.4344417
0.0113,-291.7786797
0.011316667,-292.0458743
0.011333333,-292.5071052
0.01135,-293.3720602
0.011366667,-294.7131808
0.011383333,-296.4427456
0.0114,-298.349091
0.011416667,-300.17543
0.011433333,-301.7092974
0.01145,-302.8481866
0.011466667,-303.6179136
0.011483333,-304.1398943
0.0115,-304.5638603
0.011516667,-304.9955714
0.011533333,-305.4498881
0.01155,-305.8481785
0.011566667,-306.0602626
0.011583333,-305.9725875
0.0116,-305.5534622
0.011616667,-304.8871981
0.011633333,-304.161403
0.01165,-303.6104493
0.011666667,-303.4358222
0.011683333,-303.7336717
0.0117,-304.4576667
0.011716667,-305.4320746
0.011733333,-306.4109896
0.01175,-307.1621866
0.011766667,-307.5448777
0.011783333,-307.5531591
0.0118,-307.3100772
0.011816667,-307.0158651
0.011833333,-306.8708282
0.01185,-307.0021895
0.011866667,-307.4217546
0.011883333,-308.0287262
0.0119,-308.6544433
0.011916667,-309.1300915
0.011933333,-309.3505268
0.01195,-309.3100668
0.011966667,-309.0980511
0.011983333,-308.8581895
0.012,-308.7297086
0.012016667,-308.7946156
0.012033333,-309.0517572
0.01205,-309.4265021
0.012066667,-309.8098286
0.012083333,-310.1085639
0.0121,-310.2843921
0.012116667,-310.3646448
0.012133333,-310.4204993
0.01215,-310.522743
0.012166667,-310.6955962
0.012183333,-310.8907623
0.0122,-310.9959465
0.012216667,-310.877587
0.012233333,-310.4423138
0.01225,-309.692035
0.012266667,-308.7478595
0.012283333,-307.8287079
0.0123,-307.1877033
0.012316667,-307.0267076
0.012333333,-307.4197697
0.01235,-308.2752949
0.012366667,-309.3541799
0.012383333,-310.3412342
0.0124,-310.9472123
0.012416667,-311.0063006
0.012433333,-310.5339591
0.01245,-309.723065
0.012466667,-308.8779248
0.012483333,-308.308153
0.0125,-308.2194161
0.012516667,-308.6399112
0.012533333,-309.4092502
0.01255,-310.2343772
0.012566667,-310.7931549
0.012583333,-310.8490329
0.0126,-310.3360592
0.012616667,-309.3839939
0.012633333,-308.2746641
0.01265,-307.3452251
0.012666667,-306.8727898
0.012683333,-306.9811908
