# Oscilloscope Data

# Seconds	Mcl_Quantities.Speed_Rot_Mech	Mcl_IO.Speed_Rot_Ref	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Torque	Mcl_Quantities.IsRMS	Mcl_Quantities.Stator_Flux_Mag	Mcl_IO.Vdc	SR_Overheating_Temp	ThermalModelCore_Y.WindingTemperature
1553.667	0	0	0	0	0.00452178	0.0931	321.184	73.6122	76.7142
1553.810	0	0	0	0	0.00440368	0.0931	321.4	73.6122	76.708
1553.954	0	0	0	0	0.00440368	0.0931	321.617	73.6122	76.7018
1554.097	0	0	0	0	0.00448334	0.0931	321.725	73.6122	76.6966
1554.240	0	0	0	0	0.00448334	0.0931	321.617	73.6122	76.6904
1554.383	0	0	0	0	0.0044434	0.0931	321.725	73.5323	76.6841
1554.526	0	0	0	0	0.0044434	0.0931	321.617	73.5323	76.6779
1554.669	0	0	0	0	0.00435759	0.0931	321.508	73.5323	76.6727
1554.812	0	0	0	0	0.00442921	0.0931	321.617	73.5323	76.6665
1554.956	0	0	0	0	0.00442921	0.0931	321.508	73.5323	76.6603
1555.098	0	0	0	0	0.00427191	0.0931	321.508	73.5323	76.6551
1555.242	0	0	0	0	0.00427191	0.0931	321.617	73.5323	76.6489
1555.385	0	0	0	0	0.00431952	0.0931	321.617	73.4526	76.6426
1555.528	0	0	0	0	0.00431952	0.0931	321.4	73.4526	76.6364
1555.671	0	0	0	0	0.00432559	0.0931	321.617	73.4526	76.6312
1555.814	0	0	0	0	0.00432559	0.0931	321.508	73.4526	76.625
1555.957	0	0	0	0	0.00447515	0.0931	321.508	73.4526	76.6188
1556.101	0	0	0	0	0.00452699	0.0931	321.725	73.4526	76.6125
1556.244	0	0	0	0	0.00452699	0.0931	321.725	73.4526	76.6074
1556.387	0	0	0	0	0.00426823	0.0931	321.617	73.3732	76.6011
1556.546	0	0	0	0	0.00426823	0.0931	321.514	73.3732	76.5949
1556.705	0	0	0	0	0.00446107	0.0931	321.725	73.3732	76.5876
1556.864	0	0	0	0	0.00441082	0.0931	321.508	73.3732	76.5814
1557.007	0	0	0	0	0.00441082	0.0931	321.617	73.3732	76.5752
1557.166	0	0	0	0	0.00453278	0.0931	321.4	73.3732	76.569
1557.325	0	0	0	0	0.00453278	0.0931	321.617	73.3732	76.5617
1557.484	0	0	0	0	0.00437501	0.0931	321.508	73.294	76.5555
1557.643	0	0	0	0	0.00427927	0.0931	321.617	73.294	76.5493
1557.802	0	0	0	0	0.00427927	0.0931	321.725	73.294	76.542
1557.961	0	0	0	0	0.0043098	0.0931	321.617	73.294	76.5358
1558.120	0	0	0	0	0.0043098	0.0931	321.617	73.294	76.5295
1558.279	0	0	0	0	0.00441023	0.0931	321.4	73.294	76.5223
1558.438	0	0	0	0	0.00437561	0.0931	321.184	73.215	76.5161
1558.581	0	0	0	0	0.00437561	0.0931	321.292	73.215	76.5098
1558.725	0	0	0	0	0.00441558	0.0931	321.4	73.215	76.5046
1558.868	0	0	0	0	0.00441558	0.0931	321.4	73.215	76.4984
1559.011	0	0	0	0	0.00426085	0.0931	321.508	73.215	76.4922
1559.154	0	0	0	0	0.00426085	0.0931	321.617	73.215	76.4861
1559.298	0	0	0	0	0.00451365	0.0931	321.833	73.215	76.4811
1559.440	0	0	0	0	0.00447573	0.0931	321.617	73.1363	76.475
1559.584	0	0	0	0	0.00447573	0.0931	322.05	73.1363	76.469
1559.727	0	0	0	0	0.00443749	0.0931	321.617	73.1363	76.463
1559.870	0	0	0	0	0.00443749	0.0931	321.725	73.1363	76.4579
1560.013	0	0	0	0	0.00440487	0.0931	321.508	73.1363	76.4519
1560.156	0	0	0	0	0.00440487	0.0931	321.617	73.1363	76.4458
1560.299	0	0	0	0	0.00424791	0.0931	321.4	73.1363	76.4408
1560.442	0	0	0	0	0.00430675	0.0931	321.617	73.0578	76.4348
1560.585	0	0	0	0	0.00430675	0.0931	321.508	73.0578	76.4287
1560.729	0	0	0	0	0.00419386	0.0931	321.508	73.0578	76.4227
1560.872	0	0	0	0	0.00419386	0.091713	321.508	73.0578	76.4176
1561.015	-40.5077	0	0	-0.038672	0.0114107	0.140706	320.426	73.0578	76.4116
1561.158	-6.12486	0	0	0.0026832	0.0114107	0.155754	314.58	73.0578	76.4055
1561.301	1.15158	0	0	-0.0647685	0.518024	0.161764	311.008	73.0578	76.4102
1561.444	0.583728	0	0	-0.102648	0.518024	0.15981	308.951	72.9807	76.4138
1561.730	-0.242914	0	0	-0.118091	1.43429	0.159801	310.034	72.9807	76.543
1561.874	0.16214	0	0	-0.134821	1.43429	0.168349	305.595	72.9807	76.6025
1562.191	0.0869989	0	0	-0.166554	1.71476	0.176898	305.054	72.9807	76.8087
1562.350	0.0761046	0	0	-0.166757	2.14383	0.176989	303.647	73.0426	77.001
1562.494	-0.0824889	0	0	-0.166503	2.14582	0.177154	302.456	73.0426	77.1341
1562.653	-0.034322	0	0	-0.169563	2.14582	0.177109	303.863	73.0426	77.3155
1562.812	-0.354375	0	0	-0.0870783	2.08964	0.152635	314.255	73.0426	77.46
1562.971	-0.343199	0	0	-0.0308939	2.08964	0.152368	315.663	73.0426	77.5976
1563.134	-0.0238697	0	0	-0.0286113	0.933164	0.152329	315.879	73.0426	77.5894
1563.293	-0.113298	0	0.00296219	-0.00616334	0.664041	0.111697	316.096	73.0426	75.8164
1563.452	3.80887	11.503	0.0591535	0.0623817	0.664041	0.111761	315.987	73.1858	75.7913
1563.611	20.9185	35.0604	0.150378	0.155683	0.703555	0.111866	315.771	73.1858	75.7727
1563.977	117.7	149.908	0.279451	0.289558	0.747057	0.11181	313.714	73.1858	75.7325
1564.121	174.885	194.968	0.337287	0.329078	0.793415	0.110736	315.013	73.1858	75.7226
1564.263	236.731	239.95	0.206496	0.202686	0.793415	0.0998341	317.503	73.1858	75.7097
1564.406	298.896	284.774	0.113723	0.106067	0.664682	0.093672	318.261	73.1421	75.6908
1564.549	339.788	329.666	0.116969	0.0804261	0.182549	0.0930605	318.694	73.1421	75.6699
1564.835	429.474	419.509	0.0586501	0.0886245	0.0953346	0.0932444	319.018	73.1421	75.602
1564.979	463.652	464.469	0.0875256	0.0745655	0.0953346	0.0929721	318.261	73.1421	75.5687
1565.313	553.321	569.299	0.177319	0.198552	0.189095	0.093769	316.312	73.1421	75.5001
1565.460	597.419	615.519	0.23616	0.212392	0.189095	0.0940649	315.338	73.0706	75.4703
1565.603	645.46	660.364	0.243457	0.2237	0.283643	0.0939607	315.121	73.0706	75.4424
1565.746	696.571	705.288	0.180121	0.199012	0.283643	0.0940101	314.905	73.0706	75.4202
1566.032	802.086	785	0.0500641	0.0460843	0.288445	0.0928821	318.585	73.0706	75.3687
1566.176	796.602	787.291	0.106109	0.108747	0.282487	0.0938448	314.688	73.0706	75.3478
1566.319	878.702	918.54	0.29621	0.281214	0.282487	0.0944367	310.683	73.0706	75.3235
1566.462	1006.58	1049.56	0.348112	0.321199	0.3374	0.0945514	311.116	72.9965	75.3009
1566.605	1142.06	1151	0.204036	0.194444	0.45533	0.0933921	313.606	72.9965	75.2806
1566.748	1177.9	1151	0.0951452	0.0714498	0.45533	0.0928199	316.529	72.9965	75.2656
1566.891	1182.32	1151	0.0505545	0.0423554	0.319216	0.0930742	317.719	72.9965	75.2458
1567.320	1147.91	1151	0.138807	0.130177	0.316984	0.0933867	315.554	72.9965	75.1861
1567.464	1164.21	1151	0.060531	0.0468774	0.325631	0.0931326	317.503	72.9268	75.1661
1567.622	1158.11	1151	0.0275136	0.0485107	0.317814	0.0930957	316.745	72.9268	75.1465
1567.941	1137.25	1151	0.153586	0.163602	0.323683	0.0933533	314.905	72.9268	75.1052
1568.290	1161.33	1151	0.0436876	0.0726674	0.317747	0.092926	316.962	72.9268	75.0628
1568.450	1147.62	1151	0.153544	0.156368	0.318996	0.0935177	313.822	72.8554	75.0452
1568.768	1157.5	1151	0.0843467	0.0585249	0.327499	0.0931818	316.529	72.8554	75.0085
1568.927	1164.95	1151	0.0217768	0.0466754	0.316992	0.0928389	317.178	72.8554	74.9893
1569.086	1146.06	1151	0.109713	0.143011	0.316992	0.0933549	314.255	72.8554	74.9731
1569.245	1140.05	1151	0.204322	0.182272	0.318734	0.0934519	313.714	72.8554	74.9573
1569.404	1152.58	1151	0.118353	0.0960867	0.326668	0.0931582	316.096	72.7843	74.9393
1569.563	1163.37	1151	0.0358085	0.020322	0.326668	0.0930355	317.719	72.7843	74.9243
1569.706	1151.62	1151	0.0675708	0.0706816	0.316854	0.0933193	315.338	72.7843	74.9094
1569.849	1135.34	1151	0.157914	0.156715	0.316854	0.0937897	313.065	72.7843	74.8971
1569.992	1145.06	1151	0.170264	0.155787	0.322929	0.093493	314.905	72.7843	74.8828
1570.331	1154.35	1151	0.0525389	0.0307815	0.317721	0.0932789	317.07	72.7843	74.8502
1570.903	1169.01	1151	0.0394644	0.0256283	0.328023	0.0931379	317.719	72.7134	74.7997
1571.046	1158.53	1151	0.0884217	0.0791855	0.315904	0.0935789	315.23	72.7134	74.789
1571.189	1141.11	1151	0.163493	0.162347	0.315904	0.0937434	312.956	72.7134	74.7764
1571.332	1144.08	1151	0.176692	0.163775	0.319	0.0934045	314.58	72.7134	74.7641
1571.475	1164.23	1151	0.0965097	0.0700399	0.324198	0.0928964	316.853	72.6426	74.754
1571.618	1172.81	1151	0.0488355	0.0478888	0.324198	0.0930582	316.962	72.6426	74.7422
1571.762	1156.75	1151	0.124807	0.10963	0.318617	0.093516	315.23	72.6426	74.7304
1571.905	1142.64	1151	0.197879	0.193255	0.318617	0.0935845	313.173	72.6426	74.7188
1572.048	1148.85	1151	0.163831	0.135678	0.325542	0.0930954	314.255	72.6426	74.7094
1572.191	1166.2	1151	0.0865526	0.0595516	0.325542	0.0928458	317.286	72.6426	74.6983
1572.334	1173.59	1164.93	0.0835271	0.0631497	0.317796	0.0932785	316.096	72.6426	74.6871
1572.620	1172.52	1192.96	0.169801	0.18932	0.316413	0.0936847	314.039	72.5722	74.6671
1572.764	1205.43	1206.96	0.127087	0.111495	0.340971	0.0932682	315.554	72.5722	74.6566
1572.907	1226.91	1220.99	0.0268719	0.0583159	0.340971	0.092902	316.204	72.5722	74.6467
1573.050	1240.59	1234.99	0.100703	0.0979904	0.316583	0.0933414	315.23	72.5722	74.6381
1573.209	1231.4	1250.56	0.164004	0.185751	0.316583	0.0936901	311.982	72.5722	74.6261
1573.670	1295.59	1295.72	0.104638	0.113735	0.3281	0.0935096	314.905	72.5019	74.5973
1573.830	1295.17	1311.29	0.162402	0.208113	0.325357	0.0935198	312.523	72.5019	74.5862
1573.988	1323.88	1326.86	0.14913	0.123887	0.325357	0.0931315	314.364	72.5019	74.5769
1574.147	1358.87	1342.43	0.036956	0.0636152	0.3473	0.0931335	315.879	72.5019	74.5681
1574.465	1358.59	1373.57	0.178748	0.20659	0.323367	0.0936729	312.415	72.4326	74.5486
1574.624	1396.99	1389.16	0.0989152	0.0540756	0.353705	0.092873	316.204	72.4326	74.5402
1575.147	1442.21	1440.51	0.0806957	0.0994272	0.351897	0.0930877	315.771	72.4326	74.5106
1575.292	1471.53	1454.53	0.0396925	0.082323	0.331266	0.0931091	315.879	72.4326	74.5026
1575.721	1507.02	1496.56	0.066334	0.0515452	0.353028	0.0929425	316.204	72.3639	74.4798
1575.865	1515.63	1510.59	0.0837393	0.0958949	0.333641	0.0934993	313.389	72.3639	74.4719
1576.008	1514.89	1524.59	0.176878	0.191824	0.333641	0.0935407	310.25	72.3639	74.4638
1576.151	1526.06	1538.62	0.158852	0.132283	0.353118	0.0932332	314.797	72.3639	74.4576
1576.294	1571.62	1552.62	0.0634867	0.0468558	0.353118	0.0931113	315.771	72.3639	74.4503
1576.438	1567.31	1566.67	0.151649	0.140537	0.339548	0.0936522	310.791	72.2953	74.4426
1576.771	1615.64	1599.33	0.057799	0.0747659	0.355867	0.0931184	315.663	72.2953	74.4267
1576.914	1616.37	1613.33	0.101715	0.108844	0.338559	0.093494	312.199	72.2953	74.4193
1577.201	1643.94	1641.36	0.0693488	0.0844156	0.359176	0.0930413	315.771	72.2953	74.4063
1577.344	1661.6	1655.39	0.074509	0.0915248	0.336635	0.093335	313.498	72.2953	74.3993
1577.487	1649.71	1669.39	0.196799	0.202737	0.336635	0.093656	310.25	72.2275	74.3919
1577.630	1684.98	1683.39	0.113057	0.125372	0.364486	0.0930319	315.121	72.2275	74.385
1577.773	1708.82	1697.42	0.0535046	0.0725952	0.364486	0.09333	314.255	72.2275	74.3796
1577.916	1700.85	1711.44	0.175734	0.160316	0.33379	0.0937557	309.925	72.2275	74.3726
1578.059	1713.66	1725.46	0.174961	0.139366	0.33379	0.0931109	314.364	72.2275	74.3653
1578.203	1751.38	1739.46	0.0388051	0.0525748	0.365262	0.0931816	315.338	72.2275	74.3599
1578.791	1791.66	1797.11	0.173132	0.181169	0.35625	0.0936826	311.766	72.1603	74.3337
1579.109	1843.79	1828.25	0.0566288	0.0544273	0.359787	0.0932839	313.606	72.1603	74.32
1579.252	1826.58	1842.22	0.216247	0.189639	0.343174	0.0937164	311.657	72.1603	74.3143
1579.411	1863.07	1857.79	0.0961103	0.0547293	0.368348	0.092909	315.121	72.0931	74.3069
1579.570	1887.96	1873.36	0.0924571	0.0994019	0.368348	0.093454	312.74	72.0931	74.301
1579.729	1872.76	1888.93	0.177869	0.168365	0.349682	0.093548	312.415	72.0931	74.2937
1579.888	1922.05	1904.5	0.0396113	0.0407383	0.349682	0.0929944	314.472	72.0931	74.2873
1580.047	1912.27	1920.07	0.168756	0.184275	0.357838	0.0937773	308.843	72.0931	74.2811
1580.206	1927.2	1935.64	0.110473	0.129949	0.368053	0.093149	313.281	72.0931	74.2741
1580.365	1956.58	1951.21	0.107822	0.125501	0.368053	0.0933875	311.766	72.0267	74.2682
1580.524	1956.77	1966.78	0.148699	0.174054	0.345983	0.0935875	310.9	72.0267	74.2618
1580.684	1993.71	1982.39	0.0530598	0.066252	0.362865	0.0933538	314.039	72.0267	74.2545
1580.827	1996.04	1996.37	0.12612	0.169717	0.362865	0.0938056	308.518	72.0267	74.2496
1580.970	2004.26	2010.39	0.119646	0.121397	0.364051	0.0932445	314.039	72.0267	74.2438
1581.113	2036.32	2024.41	0.0970384	0.0792587	0.364051	0.0932178	312.632	72.0267	74.2379
1581.256	2022.55	2038.41	0.193855	0.160399	0.349485	0.093606	309.059	72.0267	74.2318
1581.399	2055.94	2052.44	0.111243	0.0921326	0.349485	0.092944	315.23	71.9609	74.2266
1581.542	2074.1	2066.44	0.0918481	0.122697	0.369131	0.0935824	311.116	71.9609	74.2209
1581.686	2060.88	2080.47	0.1788	0.166615	0.369131	0.0934728	310.575	71.9609	74.2153
1581.829	2106.38	2094.47	0.0646085	0.0435447	0.371656	0.0933166	313.281	71.9609	74.2107
1581.972	2099.42	2108.5	0.161461	0.153255	0.351366	0.0937156	310.358	71.9609	74.205
1582.115	2108.46	2122.5	0.0996013	0.106335	0.351366	0.0931673	312.956	71.9609	74.199
1582.258	2147.72	2136.5	0.107228	0.0977898	0.366143	0.0934243	310.034	71.9609	74.1932
1582.544	2174.79	2164.53	0.0800676	0.0741839	0.376114	0.0931858	313.822	71.8954	74.1831
1583.117	2198.84	2220.57	0.161693	0.197504	0.360056	0.0934864	308.518	71.8954	74.1614
1583.260	2249.72	2234.59	0.0875787	0.0682732	0.378216	0.0932104	314.147	71.8954	74.1558
1583.403	2248.7	2248.62	0.167039	0.193833	0.378216	0.0935363	309.492	71.8306	74.1514
1583.689	2285.38	2276.62	0.0927686	0.1399	0.375423	0.0936782	311.224	71.8306	74.1407
1583.833	2278.85	2290.65	0.171368	0.152302	0.358941	0.0931869	311.982	71.8306	74.1349
1583.976	2322.15	2304.67	0.0811644	0.0781993	0.358941	0.0931102	311.874	71.8306	74.13
1584.469	2326.62	2352.94	0.190216	0.180732	0.382289	0.0936998	310.034	71.7664	74.112
1584.628	2381.95	2368.51	0.0950372	0.0685454	0.379786	0.0931554	311.116	71.7664	74.1069
1584.771	2378.34	2382.53	0.176199	0.201501	0.365693	0.0937888	310.358	71.7664	74.1016
1584.930	2408.49	2398.08	0.0966567	0.0624798	0.365693	0.0931178	313.822	71.7664	74.0952
1585.089	2403.38	2413.65	0.181816	0.222732	0.36606	0.093799	310.034	71.7664	74.0897
1585.455	2433.7	2449.49	0.183515	0.18079	0.3788	0.0934083	309.492	71.7026	74.0765
1585.614	2486.29	2465.03	0.0712464	0.0704311	0.382652	0.0932848	311.116	71.7026	74.0714
1585.773	2467.03	2480.6	0.215128	0.172003	0.382652	0.0935167	310.575	71.7026	74.0663
1585.932	2508.34	2496.17	0.0823756	0.132844	0.378732	0.0934642	311.549	71.7026	74.0603
1586.091	2502.16	2511.74	0.18987	0.155629	0.369073	0.0934646	311.549	71.7026	74.055
1586.393	2526.92	2541.31	0.20926	0.156856	0.370285	0.0934124	311.116	71.6394	74.044
1586.679	2555.21	2569.34	0.175086	0.187869	0.377085	0.093672	311.116	71.6394	74.0341
1586.822	2597.46	2583.36	0.0667645	0.09548	0.375131	0.0932387	311.441	71.6394	74.0288
1587.109	2622.39	2611.48	0.0934334	0.0720474	0.380422	0.0934423	310.791	71.6394	74.0182
1587.395	2649.23	2639.41	0.0716451	0.076443	0.384254	0.0933128	310.9	71.5769	74.0089
1587.681	2675.61	2667.44	0.033823	0.029489	0.387399	0.0933028	312.632	71.5769	73.9988
1587.825	2668.64	2681.49	0.215491	0.221384	0.387399	0.0936002	307.327	71.5769	73.9947
1588.111	2688.58	2709.47	0.207368	0.211027	0.384322	0.0936844	309.168	71.5769	73.9844
1588.254	2736.44	2723.5	0.0161536	0.0208642	0.384322	0.0932935	312.415	71.5769	73.9801
1588.397	2714.88	2737.5	0.203367	0.211742	0.387875	0.093728	304.513	71.5146	73.9751
1588.540	2759.89	2751.5	0.0164269	0.0295488	0.387875	0.0929862	313.606	71.5146	73.9702
1588.683	2742.39	2765.53	0.264111	0.289658	0.389384	0.0938936	306.353	71.5146	73.9652
1588.826	2806.67	2779.53	-0	0.00177516	0.389384	0.0930307	312.09	71.5146	73.9611
1588.969	2764.13	2793.56	0.312535	0.250126	0.40459	0.0938972	308.735	71.5146	73.9567
1589.113	2820.52	2807.58	0.0156522	0.0345641	0.40459	0.0930805	313.606	71.5146	73.9523
1589.256	2788.19	2821.56	0.276969	0.259863	0.413484	0.0939763	304.513	71.5146	73.9481
1589.399	2868.04	2835.59	0.00143176	0.0376611	0.418056	0.0933852	311.874	71.4542	73.9446
1589.542	2814.96	2849.59	0.304151	0.287179	0.418056	0.0937201	308.735	71.4542	73.9404
1589.685	2907.48	2863.59	0.00252412	0.0159591	0.417844	0.0934238	309.059	71.4542	73.9362
1589.844	2836.73	2879.18	0.247775	0.203598	0.417844	0.0932149	311.982	71.4542	73.932
1590.003	2930.3	2894.77	0.107912	0.160177	0.417114	0.0942349	302.889	71.4542	73.9278
1590.162	2900.77	2910.33	0.116211	0.0570874	0.423947	0.0927314	316.745	71.4542	73.923
1590.305	2929.82	2924.34	0.224264	0.293578	0.423947	0.0941692	301.265	71.4542	73.9196
1590.464	2963.45	2939.91	-0	-0.00186692	0.42342	0.0929965	314.364	71.3952	73.9148
1590.623	2926.82	2955.47	0.293405	0.260987	0.42342	0.0936918	307.977	71.3952	73.9106
1590.782	3007.81	2971.04	0.0498308	0.0950913	0.419305	0.093877	305.704	71.3952	73.9055
1591.100	3015.23	3002.18	0.288382	0.31988	0.427039	0.0943313	306.137	71.3952	73.8971
1591.260	3047.6	3017.75	-0	0.0134727	0.425417	0.0928571	314.364	71.3952	73.8922
1591.418	3001.33	3033.32	0.290551	0.222717	0.425417	0.0933365	311.333	71.3361	73.888
1591.578	3087.21	3048.89	0.132791	0.157139	0.424082	0.0942062	300.399	71.3361	73.8836
1591.737	3065.29	3064.46	0.0416077	0.0143636	0.42033	0.0927216	316.42	71.3361	73.8785
1591.880	3070.51	3078.48	0.287253	0.303603	0.42033	0.0943768	306.894	71.3361	73.8748
1592.023	3128.39	3092.49	-0	0.0114303	0.429295	0.0930604	313.173	71.3361	73.8705
1592.166	3069.28	3106.49	0.298185	0.279161	0.429295	0.0937808	306.353	71.3361	73.8663
1592.309	3185.57	3120.51	0.0221946	0.0550799	0.426125	0.0937734	307.977	71.3361	73.8619
1592.452	3110.39	3134.52	0.248227	0.157864	0.426684	0.0927669	314.905	71.2782	73.8582
1592.786	3214.04	3167.2	-0	0.0393015	0.418161	0.0932816	307.327	71.2782	73.8477
1593.072	3247.66	3195.24	0.0737052	0.188042	0.419864	0.0943042	302.456	71.2782	73.8391
1593.359	3223.87	3223.27	0.308357	0.303161	0.429003	0.0943645	305.704	71.2212	73.83
1593.502	3269.19	3237.27	-0	-0.0092257	0.426854	0.0933494	311.657	71.2212	73.8263
1593.645	3217.97	3251.3	0.284446	0.240868	0.426854	0.0933878	309.925	71.2212	73.8217
1593.788	3308.63	3265.3	0.0834523	0.107298	0.424573	0.0942374	302.239	71.2212	73.8171
1593.932	3269.04	3279.32	0.102394	0.0326394	0.424573	0.0926162	316.853	71.2212	73.8133
1594.075	3294.73	3293.33	0.298469	0.318335	0.43056	0.0941589	300.94	71.2212	73.8089
1594.551	3336.95	3340.03	0.283989	0.314735	0.433283	0.0940458	305.054	71.1645	73.7947
1594.695	3407.66	3354.04	-0	0.0256825	0.433283	0.0933008	307.219	71.1645	73.7903
1594.838	3319.57	3368.04	0.240701	0.166119	0.436053	0.0926631	314.147	71.1645	73.7859
1594.984	3411.52	3382.38	0.203448	0.244519	0.436053	0.0944289	299.425	71.1645	73.7816
1595.127	3408.27	3396.41	0.00205369	0.0150916	0.451913	0.0929046	314.797	71.1645	73.7784
1595.270	3382.83	3410.44	0.348811	0.293096	0.447196	0.0934824	309.601	71.1645	73.7745
1595.429	3461.63	3425.96	0.118147	0.232787	0.447196	0.0943026	305.379	71.109	73.7704
1595.588	3463.74	3441.55	-0	-0.00517159	0.43614	0.0929422	313.822	71.109	73.7653
1595.747	3399.7	3457.09	0.274629	0.208474	0.43614	0.0928538	312.956	71.109	73.7607
1595.891	3504.68	3471.1	0.161875	0.254914	0.423553	0.0941955	303.538	71.109	73.7558
1596.049	3507.93	3486.68	-0	-0.00261219	0.422938	0.0930169	312.523	71.109	73.7508
1596.208	3464	3502.25	0.222508	0.139263	0.422938	0.0927199	315.663	71.109	73.7451
1596.368	3517.02	3517.82	0.281054	0.298582	0.42979	0.0941665	300.832	71.0537	73.7403
1596.526	3578.62	3533.38	0.0198811	0.0959654	0.42979	0.0939694	299.1	71.0537	73.7355
1596.685	3548.31	3548.95	0.0643464	0.00649412	0.432349	0.0928275	314.797	71.0537	73.73
1596.845	3528.27	3564.55	0.277237	0.270881	0.457533	0.0934899	308.193	71.0537	73.7257
1597.004	3611.22	3580.09	0.195793	0.255575	0.457533	0.094495	299.317	71.0537	73.7218
1597.163	3636.34	3595.66	0.0213737	0.0475354	0.454099	0.0934294	306.245	71.0537	73.7172
1597.465	3615.47	3625.23	0.320336	0.335026	0.430448	0.0941932	302.672	70.9991	73.7079
1597.608	3691.3	3639.26	0.0155559	0.0470079	0.428652	0.093918	303.863	70.9991	73.7029
1597.894	3667.97	3667.26	0.30423	0.334389	0.429302	0.0942063	302.348	70.9991	73.6939
1598.037	3732.03	3681.29	0.0408774	0.0911179	0.429302	0.0939227	302.239	70.9991	73.6889
1598.181	3672.69	3695.29	0.104092	0.0368651	0.446538	0.0927012	315.987	70.9991	73.6853
1598.324	3693.61	3709.29	0.357633	0.339864	0.446538	0.0936657	305.812	70.9991	73.6809
1598.467	3771.06	3723.32	0.0427488	0.119215	0.458057	0.0942053	296.935	70.9448	73.6769
1598.610	3725.88	3737.32	0.124758	0.0343338	0.43174	0.0927072	315.771	70.9448	73.6724
1598.753	3719.95	3751.35	0.316382	0.326395	0.43174	0.0934938	307.003	70.9448	73.6683
1598.896	3796.83	3765.35	0.143214	0.204562	0.412065	0.0940591	296.286	70.9448	73.663
1599.039	3782.43	3779.41	0.0396274	0.0510212	0.412065	0.0931667	312.632	70.9448	73.6573
1599.183	3740.65	3793.39	0.308696	0.217565	0.427408	0.0930987	311.874	70.9448	73.653
1599.326	3833.49	3807.39	0.200466	0.257354	0.427408	0.094069	296.61	70.9448	73.6478
1599.612	3800.2	3835.42	0.240122	0.153145	0.461996	0.0927404	313.822	70.8914	73.6398
1599.755	3844.31	3849.43	0.274148	0.287643	0.439529	0.093815	300.616	70.8914	73.6359
1599.898	3902.73	3863.45	0.0558163	0.135516	0.420702	0.0936452	303.755	70.8914	73.6309
1600.041	3862.32	3877.45	0.0878262	0.0311772	0.420702	0.0930246	313.714	70.8914	73.6256
1600.327	3939.26	3905.48	0.154222	0.197284	0.441616	0.0944683	299.317	70.8914	73.6169
1600.471	3928.91	3919.51	0.0366195	0.018425	0.461056	0.0936155	308.518	70.838	73.6127
1600.614	3907.67	3933.51	0.213408	0.17673	0.461056	0.0929319	311.982	70.838	73.6085
1600.757	3947.41	3947.51	0.280818	0.308911	0.427891	0.0935263	301.482	70.838	73.6042
1600.916	3983.65	3963.08	0.125845	0.179386	0.428549	0.0954038	296.177	70.838	73.5982
1601.075	3999.23	3978.65	0.00771353	0.0411764	0.428549	0.0930128	303.214	70.838	73.593
