# Time [sec]	Mcl_IO.Speed_Rot_Ref	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.IsRMS	Rotor_Curr_Id	Rotor_Curr_Iq	Mcl_Quantities.Flux_Ref
1399.95	0	0	0	0	0.00558493	-2.63914	0.121844	0.0349564
1400.02	0	0	0	0	0.00558493	-2.63914	0.121844	0.0349564
1400.06	0	0	0	0	0.00531897	-2.63914	0.121844	0.0349564
1400.11	0	0	0	0	0.00531897	-2.63914	0.121844	0.0349564
1400.16	0	0	0	0	0.00531897	-2.63914	0.121844	0.0349564
1400.22	0	0	0	0	0.00531897	-2.63914	0.121844	0.0349564
1400.27	0	0	0	0	0.00531897	-2.63914	0.121844	0.0349564
1400.31	0	0	0	0	0.0043594	-2.63914	0.121844	0.0349564
1400.36	0	0	0	0	0.0043594	-2.63914	0.121844	0.0349564
1400.41	0	0	0	0	0.0043594	-2.63914	0.121844	0.0349564
1400.47	0	0	0	0	0.0043594	-2.63914	0.121844	0.0349564
1400.52	0	0	0	0	0.0043594	-2.63914	0.121844	0.0349564
1400.55	0	0	0	0	0.0043594	-2.63914	0.121844	0.0349564
1400.59	0	0	0	0	0.0043582	-2.63914	0.121844	0.0349564
1400.66	0	0	0	0	0.0043582	-2.63914	0.121844	0.0349564
1400.7	0	0	0	0	0.0043582	-2.63914	0.121844	0.0349564
1400.78	0	0	0	0	0.0043582	-2.63914	0.121844	0.0349564
1400.81	0	0	0	0	0.0043582	-2.63914	0.121844	0.0349564
1400.86	0	0	0	0	0.0047237	-2.63914	0.121844	0.0349564
1400.91	0	0	0	0	0.0047237	-2.63914	0.121844	0.0349564
1400.97	0	0	0	0	0.0047237	-2.63914	0.121844	0.0349564
1401.02	0	0	0	0	0.0047237	-2.63914	0.121844	0.0349564
1401.06	0	0	0	0	0.0047237	-2.63914	0.121844	0.0349564
1401.11	0	0	0	0	0.00457883	-2.63914	0.121844	0.0349564
1401.16	0	0	0	0	0.00457883	-2.63914	0.121844	0.0349564
1401.22	0	0	0	0	0.00457883	-2.63914	0.121844	0.0349564
1401.27	0	0	0	0	0.00457883	-2.63914	0.121844	0.0349564
1401.3	0	0	0	0	0.00457883	-2.63914	0.121844	0.0349564
1401.34	0	0	0	0	0.00443276	-2.63914	0.121844	0.0349564
1401.41	0	0	0	0	0.00443276	-2.63914	0.121844	0.0349564
1401.47	0	0	0	0	0.00443276	-2.63914	0.121844	0.0349564
1401.52	0	0	0	0	0.00443276	-2.63914	0.121844	0.0349564
1401.55	0	0	0	0	0.00443276	-2.63914	0.121844	0.0349564
1401.59	0	0	0	0	0.00454722	-2.63914	0.121844	0.0349564
1401.67	0	0	0	0	0.00454722	-2.63914	0.121844	0.0349564
1401.7	0	0	0	0	0.00454722	-2.63914	0.121844	0.0349564
1401.77	0	0	0	0	0.00454722	-2.63914	0.121844	0.0349564
1401.81	0	0	0	0	0.00454722	-2.63914	0.121844	0.0349564
1401.86	0	0	0	0	0.00465211	-2.63914	0.121844	0.0349564
1401.91	0	0	0	0	0.00465211	-2.63914	0.121844	0.0349564
1401.97	0	0	0	0	0.00465211	-2.63914	0.121844	0.0349564
1402.02	0	0	0	0	0.00465211	-2.63914	0.121844	0.0349564
1402.05	0	0	0	0	0.00465211	-2.63914	0.121844	0.0349564
1402.11	0	0	0	0	0.00443926	-2.63914	0.121844	0.0349564
1402.16	0	0	0	0	0.00443926	-2.63914	0.121844	0.0349564
1402.2	0	0	0	0	0.00443926	-2.63914	0.121844	0.0349564
1402.27	0	0	0	0	0.00443926	-2.63914	0.121844	0.0349564
1402.3	0	0	0	0	0.00443926	-2.63914	0.121844	0.0349564
1402.34	0	0	0	0	0.00447222	-2.63914	0.121844	0.0349564
1402.41	0	0	0	0	0.00447222	-2.63914	0.121844	0.0349564
1402.48	0	0	0	0	0.00447222	-2.63914	0.121844	0.0349564
1402.52	0	0	0	0	0.00447222	-2.63914	0.121844	0.0349564
1402.56	0	0	0	0	0.00447222	-2.63914	0.121844	0.0349564
1402.59	0	0	0	0	0.00447222	-2.63914	0.121844	0.0349564
1402.66	0	0	0	0	0.0044434	-2.63914	0.121844	0.0349564
1402.72	0	0	0	0	0.0044434	-2.63914	0.121844	0.0349564
1402.77	0	0	0	0	0.0044434	-2.63914	0.121844	0.0349564
1402.81	-3.15938	-4.76395	0.00628068	0.00585938	0.0044434	0.8981	0.0193999	0.0806333
1402.86	-6.19688	-7.74295	0.00718883	0.00644014	0.0044434	0.928437	0.0230822	0.0806333
1402.91	-9.94685	-1.53675	-0.0271189	-0.0246269	0.343011	0.911805	-0.0799681	0.0806333
1402.97	-14.4466	7.44248	-0.0722169	-0.0748156	0.343011	0.901915	-0.2071	0.0806333
1403.02	-18.1964	-1.056	-0.0675165	-0.0693436	0.343011	0.905992	-0.196994	0.0806333
1403.05	-21.1964	-3.88354	-0.0732403	-0.0759446	0.343011	0.896435	-0.210945	0.0806333
1403.09	-24.9467	3.1562	-0.116553	-0.119256	0.343011	0.879789	-0.333792	0.0806333
1403.16	-28.6969	0.295386	-0.131083	-0.134926	0.655413	0.884722	-0.375229	0.0806333
1403.2	-35.5596	-33.8653	-0.0624531	-0.0638217	0.655413	0.888747	-0.180309	0.0806333
1403.27	-55.0593	-23.9327	-0.147904	-0.159572	0.655413	0.87066	-0.424795	0.0806333
1403.33	-78.459	-73.8408	-0.134278	-0.125491	0.668172	0.908816	-0.511833	0.0806333
1403.45	-133.546	-96.966	-0.232898	-0.210923	0.668172	0.790065	-0.658951	0.0806333
1403.53	-158.409	-128.908	-0.226661	-0.203941	0.668172	0.794988	-0.642242	0.0806333
1403.56	-170.891	-146.633	-0.210147	-0.194778	0.668172	0.805609	-0.603311	0.0806333
1403.61	-189.419	-169.137	-0.197644	-0.191197	0.668172	0.857571	-0.560273	0.0806333
1403.66	-207.948	-187.671	-0.19331	-0.198474	0.69494	0.845412	-0.555306	0.0806333
1403.72	-232.814	-207.14	-0.240499	-0.225417	0.69494	0.722672	-0.662256	0.0794705
1403.77	-251.44	-234.487	-0.185259	-0.207531	0.69494	0.575649	-0.504992	0.0769031
1403.8	-265.678	-261.273	-0.168523	-0.174018	0.69494	0.507871	-0.452071	0.0749405
1403.86	-285.181	-287.495	-0.161667	-0.156302	0.69494	0.279735	-0.414631	0.0722521
1403.91	-304.684	-302.566	-0.164617	-0.171016	0.570233	0.178481	-0.422865	0.0709448
1403.97	-328.177	-350.771	-0.154729	-0.0973196	0.570233	-0.158338	-0.343141	0.0707424
1404.02	-347.674	-321.045	-0.231946	-0.249977	0.570233	-0.521724	-0.466706	0.0711618
1404.05	-363.173	-334.858	-0.270535	-0.264418	0.570233	-0.496575	-0.559076	0.0712326
1404.09	-382.669	-355.909	-0.262193	-0.270694	0.570233	-0.44581	-0.539808	0.071256
1404.16	-402.165	-385.042	-0.246675	-0.251227	0.426508	-0.423394	-0.514965	0.0711652
1404.2	-425.56	-409.338	-0.260929	-0.257545	0.426508	-0.448323	-0.536162	0.0711825
1404.27	-445.154	-436.841	-0.234527	-0.239884	0.426508	-0.372117	-0.493563	0.071134
1404.31	-460.653	-451.781	-0.230247	-0.244548	0.426508	-0.298714	-0.495333	0.0711468
1404.34	-480.149	-478.202	-0.218165	-0.226039	0.426508	-0.363935	-0.457692	0.071096
1404.41	-499.597	-497.682	-0.216235	-0.227065	0.440697	-0.265082	-0.464652	0.0710988
1404.45	-522.992	-512.847	-0.241591	-0.254059	0.440697	-0.310163	-0.515717	0.071173
1404.52	-542.878	-515.84	-0.306437	-0.311704	0.440697	-0.366274	-0.645493	0.071594
1404.56	-561.399	-531.308	-0.318274	-0.330938	0.440697	-0.336353	-0.680132	0.0717525
1404.61	-580.116	-559.166	-0.30752	-0.314883	0.440697	-0.354831	-0.653055	0.0716202
1404.66	-598.637	-580.017	-0.303882	-0.316779	0.49118	-0.29222	-0.664566	0.0716358
1404.72	-623.397	-613.918	-0.281233	-0.29719	0.49118	-0.264307	-0.612041	0.0714744
1404.77	-642.016	-633.17	-0.288702	-0.300197	0.49118	-0.26303	-0.626459	0.0714992
1404.81	-660.635	-656.807	-0.279643	-0.288171	0.49118	-0.30486	-0.605734	0.0714
1404.86	-679.253	-681.463	-0.263869	-0.270801	0.49118	-0.277735	-0.579023	0.0712569
1404.91	-694.655	-692.497	-0.272411	-0.283794	0.49118	-0.235191	-0.601297	0.071364
1404.97	-718.635	-709.83	-0.297444	-0.305497	0.490539	-0.26838	-0.651282	0.0715428
1405.02	-737.644	-719.51	-0.331213	-0.341046	0.490539	-0.262273	-0.724903	0.0718358
1405.05	-753.241	-732.803	-0.346385	-0.355475	0.490539	-0.284445	-0.75463	0.0719547
1405.09	-772.737	-747.186	-0.37807	-0.381856	0.490539	-0.27142	-0.829465	0.0721722
1405.16	-780	-772.607	-0.33876	-0.336289	0.490539	-0.268459	-0.741428	0.0717966
1405.2	-780	-785.405	-0.300069	-0.297176	0.55723	-0.281304	-0.658192	0.0714742
1405.27	-780	-790.67	-0.281569	-0.277699	0.55723	-0.216706	-0.615156	0.0713137
1405.31	-780	-791.946	-0.268595	-0.269281	0.55723	-0.214684	-0.59898	0.0712443
1405.36	-780	-784.479	-0.289382	-0.285009	0.55723	-0.313967	-0.633325	0.071374
1405.41	-780	-777.508	-0.305392	-0.305403	0.55723	-0.250913	-0.675696	0.0715421
1405.47	-780	-770.367	-0.32918	-0.329204	0.477339	-0.242538	-0.723803	0.0717382
1405.52	-780	-769.289	-0.339564	-0.337048	0.477339	-0.259474	-0.747514	0.0718029
1405.56	-780	-785.197	-0.296182	-0.291279	0.477339	-0.210141	-0.658195	0.0714256
1405.61	-780	-787.59	-0.276807	-0.28024	0.477339	-0.205825	-0.617474	0.0713347
1405.66	-780	-783.693	-0.2866	-0.288285	0.477339	-0.223482	-0.634986	0.071401
1405.73	-780	-788.168	-0.280806	-0.285171	0.504538	-0.264403	-0.672346	0.0716864
1405.86	-780	-766.358	-0.343543	-0.336105	0.504538	-0.310809	-0.741687	0.0717951
1405.91	-780	-767.039	-0.338995	-0.341101	0.504538	-0.238935	-0.749388	0.0718363
1405.97	-780	-774.327	-0.329445	-0.324764	0.507907	-0.27796	-0.714899	0.0717016
1406.02	-780	-790.31	-0.281008	-0.275063	0.507907	-0.247496	-0.614799	0.071292
1406.05	-780	-791.297	-0.269133	-0.268524	0.507907	-0.234719	-0.590453	0.0712381
1406.09	-780	-788.004	-0.276739	-0.275185	0.507907	-0.233647	-0.609399	0.071293
1406.16	-780	-778.965	-0.295892	-0.300508	0.507907	-0.26047	-0.646694	0.0715017
1406.22	-780	-770.901	-0.327811	-0.327172	0.491358	-0.232922	-0.723192	0.0717215
1406.27	-780	-768.376	-0.341157	-0.337684	0.491358	-0.278189	-0.744916	0.0718081
1406.31	-780	-762.603	-0.363364	-0.359888	0.491358	-0.287626	-0.788377	0.0719911
1406.38	-780	-794.434	-0.252503	-0.249848	0.491358	-0.249695	-0.600869	0.0712791
1406.5	-780	-786.478	-0.275849	-0.276148	0.511655	-0.208662	-0.608685	0.0713009
1406.52	-780	-789.041	-0.266586	-0.267351	0.511655	-0.224784	-0.588695	0.0712284
1406.56	-780	-781.997	-0.28838	-0.287749	0.511655	-0.227378	-0.632566	0.0713966
1406.61	-780	-779.478	-0.294798	-0.295772	0.511655	-0.237444	-0.645959	0.0714627
1406.66	-780	-773.17	-0.31639	-0.316422	0.511655	-0.262882	-0.69016	0.0716329
1406.72	-780	-771.543	-0.328763	-0.326598	0.492048	-0.245683	-0.72289	0.0717167
1406.77	-780	-783.091	-0.297566	-0.292208	0.492048	-0.261498	-0.646645	0.0714333
1406.8	-780	-795.505	-0.249942	-0.251462	0.492048	-0.212099	-0.555854	0.0711658
1406.86	-780	-792.164	-0.256261	-0.256003	0.492048	-0.239916	-0.562148	0.0711783
1406.91	-780	-783.831	-0.277869	-0.2778	0.492048	-0.210383	-0.620107	0.0713146
1406.98	-780	-775.974	-0.29933	-0.302311	0.471893	-0.245256	-0.661102	0.0715166
1407.02	-780	-769.463	-0.323575	-0.32552	0.471893	-0.249657	-0.713715	0.0717079
1407.06	-780	-763.744	-0.349887	-0.34612	0.471893	-0.31684	-0.758974	0.0718776
1407.11	-780	-771.842	-0.327571	-0.327604	0.471893	-0.239591	-0.721099	0.071725
1407.16	-780	-783.461	-0.29734	-0.294671	0.471893	-0.257157	-0.646492	0.0714536
1407.22	-780	-790.528	-0.26673	-0.269458	0.471893	-0.198669	-0.598391	0.0712458
1407.27	-780	-788.471	-0.266743	-0.271097	0.521713	-0.194344	-0.598088	0.0712593
1407.31	-780	-788.01	-0.271304	-0.269136	0.521713	-0.263805	-0.59214	0.0712432
1407.36	-780	-772.774	-0.310491	-0.316129	0.521713	-0.22903	-0.693656	0.0716305
1407.41	-780	-774.404	-0.322159	-0.314035	0.521713	-0.307311	-0.698921	0.0716132
1407.47	-780	-767.13	-0.334519	-0.339836	0.521713	-0.211052	-0.743808	0.0718258
1407.52	-780	-772.742	-0.333682	-0.327696	0.496051	-0.26513	-0.7353	0.0717258
1407.55	-780	-778.815	-0.307575	-0.309975	0.496051	-0.218188	-0.684519	0.0715797
1407.61	-780	-790.143	-0.275155	-0.273281	0.496051	-0.25265	-0.60625	0.0712773
1407.66	-780	-790.159	-0.265929	-0.269184	0.496051	-0.205649	-0.591252	0.0712435
1407.72	-780	-775.972	-0.296729	-0.307558	0.496051	-0.205974	-0.657358	0.0715598
1407.77	-780	-774.6	-0.3125	-0.31337	0.491166	-0.239075	-0.692557	0.0716077
1407.8	-780	-776.468	-0.302279	-0.308661	0.491166	-0.241719	-0.676901	0.0715689
1407.86	-780	-768.531	-0.332038	-0.335891	0.491166	-0.230211	-0.740457	0.0717933
1407.91	-780	-771.552	-0.326259	-0.33143	0.491166	-0.215896	-0.723664	0.0717566
1407.97	-780	-787.785	-0.280284	-0.28122	0.491166	-0.204007	-0.617973	0.0713427
1408.02	-780	-793.796	-0.257569	-0.257758	0.516792	-0.204711	-0.57495	0.0711831
1408.08	-780	-784.647	-0.303551	-0.303551	0.516792	-0.260465	-0.663211	0.0714897
1408.22	-780	-771.676	-0.319814	-0.320911	0.516792	-0.260125	-0.70051	0.0716699
1408.27	-780	-768.536	-0.329722	-0.335495	0.483817	-0.252336	-0.732904	0.0717901
1408.31	-780	-783.182	-0.290099	-0.293479	0.483817	-0.195978	-0.648444	0.0714438
1408.36	-780	-793.563	-0.258302	-0.258943	0.483817	-0.221889	-0.572533	0.0711864
1408.39	-780	-786.347	-0.276913	-0.277352	0.483817	-0.247505	-0.614516	0.0713109
1408.45	-780	-793.678	-0.251019	-0.250734	0.483817	-0.217022	-0.559218	0.0711638
1408.5	-780	-777.748	-0.289217	-0.296031	0.480722	-0.242292	-0.642253	0.0714648
1408.56	-780	-774.274	-0.310564	-0.309523	0.480722	-0.221317	-0.676438	0.071576
1408.59	-780	-771.522	-0.315501	-0.31989	0.480722	-0.219948	-0.700709	0.0716614
1408.66	-780	-764.248	-0.336808	-0.347194	0.480722	-0.205096	-0.758129	0.0718865
1408.7	-780	-786.057	-0.284674	-0.284962	0.480722	-0.247865	-0.63144	0.0713736
1408.77	-780	-793.142	-0.2678	-0.259872	0.517395	-0.288976	-0.589581	0.0711889
1408.81	-780	-787.307	-0.26833	-0.272908	0.517395	-0.237248	-0.596882	0.0712742
1408.86	-780	-794.002	-0.24961	-0.248522	0.517395	-0.17162	-0.545579	0.0711578
1408.89	-780	-781.204	-0.282	-0.283143	0.517395	-0.262988	-0.61359	0.0713586
1408.97	-780	-776.031	-0.302812	-0.301001	0.517395	-0.280237	-0.662613	0.0715058
1409.02	-780	-765.403	-0.332649	-0.336085	0.470042	-0.236811	-0.733528	0.0717949
1409.06	-780	-769.345	-0.328663	-0.329437	0.470042	-0.257474	-0.727979	0.0717401
1409.11	-780	-782.125	-0.292736	-0.291386	0.470042	-0.267755	-0.644679	0.0714265
1409.16	-780	-790.135	-0.271609	-0.263338	0.470042	-0.288832	-0.591652	0.0711985
1409.22	-780	-785.177	-0.273605	-0.273214	0.470042	-0.257026	-0.601308	0.0712768
1409.27	-780	-782.81	-0.279333	-0.276626	0.477878	-0.301537	-0.600781	0.0713049
1409.31	-780	-774.568	-0.308214	-0.303308	0.477878	-0.304758	-0.674854	0.0715248
1409.36	-780	-773.969	-0.303803	-0.307937	0.477878	-0.252725	-0.672869	0.0715629
1409.41	-780	-765.805	-0.331421	-0.336088	0.477878	-0.269483	-0.726287	0.0717949
1409.45	-780	-772.649	-0.32336	-0.324025	0.477878	-0.235906	-0.712915	0.0716955
1409.52	-780	-788.96	-0.283443	-0.274254	0.477878	-0.282676	-0.619925	0.0712853
1409.56	-780	-788.893	-0.266807	-0.269589	0.519907	-0.231807	-0.592182	0.0712469
1409.59	-780	-783.085	-0.277913	-0.28488	0.519907	-0.188165	-0.623944	0.0713729
1409.67	-780	-777.478	-0.295306	-0.297983	0.519907	-0.257283	-0.647172	0.0714809
1409.7	-780	-771.56	-0.319632	-0.319558	0.519907	-0.224559	-0.705483	0.0716587
1409.77	-780	-773.799	-0.319902	-0.31538	0.519907	-0.255058	-0.697999	0.0716243
1409.81	-780	-760.785	-0.349701	-0.359929	0.486095	-0.225201	-0.778664	0.0719914
1409.86	-780	-770.089	-0.335641	-0.337124	0.486095	-0.239524	-0.74165	0.0718035
1409.91	-780	-787.954	-0.282742	-0.282774	0.486095	-0.20501	-0.626343	0.0713556
1409.98	-780	-785.003	-0.268303	-0.257203	0.50035	-0.208348	-0.670061	0.0717023
1410.13	-780	-773.989	-0.316758	-0.313575	0.50035	-0.247307	-0.688351	0.0716094
1410.16	-780	-772.011	-0.317126	-0.321257	0.50035	-0.217069	-0.704859	0.0716727
1410.22	-780	-769.871	-0.339258	-0.334677	0.50035	-0.280012	-0.742673	0.0717833
1410.27	-780	-783.75	-0.303221	-0.29521	0.50035	-0.270699	-0.665406	0.071458
1410.31	-780	-796.848	-0.256695	-0.252378	0.518351	-0.242984	-0.564931	0.0711683
1410.36	-780	-789.613	-0.270138	-0.269033	0.518351	-0.266003	-0.589118	0.0712423
1410.41	-780	-791.236	-0.268666	-0.261068	0.518351	-0.272245	-0.586718	0.0711922
1410.45	-780	-775.895	-0.303884	-0.304731	0.518351	-0.304543	-0.662099	0.0715365
1410.52	-780	-775.623	-0.307239	-0.307713	0.518351	-0.232346	-0.678705	0.0715611
1410.56	-780	-774.442	-0.309779	-0.313269	0.475965	-0.242419	-0.681821	0.0716069
1410.59	-780	-766.43	-0.336406	-0.34186	0.475965	-0.234897	-0.743417	0.0718425
1410.66	-780	-779.45	-0.304926	-0.306859	0.475965	-0.23638	-0.679337	0.0715541
1410.72	-780	-791.736	-0.269976	-0.266744	0.475965	-0.239528	-0.596403	0.0712234
1410.77	-780	-786.752	-0.277742	-0.277496	0.475965	-0.239966	-0.609799	0.0713121
1410.81	-780	-787.167	-0.270244	-0.273203	0.501349	-0.226703	-0.600645	0.0712767
1410.86	-780	-777.733	-0.309216	-0.300655	0.501349	-0.312449	-0.672191	0.0715029
1410.91	-780	-775.436	-0.313532	-0.309223	0.501349	-0.235666	-0.683556	0.0715735
1410.97	-780	-767.69	-0.330546	-0.335874	0.501349	-0.241651	-0.728756	0.0717932
1411	-780	-770.335	-0.330384	-0.331962	0.501349	-0.230331	-0.731635	0.0717609
1411.06	-780	-784.348	-0.29171	-0.290455	0.501349	-0.274401	-0.643483	0.0714189
1411.11	-780	-795.785	-0.254847	-0.252269	0.512497	-0.234143	-0.56074	0.071168
1411.16	-780	-791.358	-0.25771	-0.260455	0.512497	-0.225099	-0.57663	0.0711905
1411.22	-780	-787.261	-0.264015	-0.267515	0.512497	-0.183816	-0.588354	0.0712298
1411.25	-780	-771.351	-0.313327	-0.316175	0.512497	-0.256366	-0.689109	0.0716308
1411.3	-780	-774.434	-0.308052	-0.310813	0.512497	-0.242385	-0.680651	0.0715866
1411.36	-780	-771.63	-0.322507	-0.322052	0.474853	-0.284765	-0.707435	0.0716793
1411.39	-780	-765.65	-0.349435	-0.344877	0.474853	-0.286801	-0.761788	0.0718674
1411.47	-780	-785.614	-0.28684	-0.286316	0.474853	-0.238707	-0.636395	0.0713847
1411.52	-780	-791.137	-0.263996	-0.26651	0.474853	-0.178284	-0.589399	0.0712215
1411.55	-780	-789.721	-0.266017	-0.265824	0.474853	-0.231679	-0.584805	0.0712159
1411.61	-780	-786.42	-0.278841	-0.271589	0.500054	-0.288428	-0.607449	0.0712634
1411.66	-780	-767.301	-0.329562	-0.330931	0.500054	-0.247877	-0.725612	0.0717525
1411.73	-780	-769.667	-0.337273	-0.310243	0.500054	-0.21473	-0.46963	0.0708639
1411.86	-681.799	-735.462	-0.149982	-0.121862	0.507469	-0.210787	-0.33125	0.0708098
1411.91	-632.173	-694.167	-0.0903625	-0.072039	0.507469	-0.102045	-0.205088	0.0706729
1411.97	-565.23	-622.639	-0.0753698	-0.0515769	0.507469	-0.100203	-0.17095	0.0706167
1412.02	-515.093	-577.202	-0.0793103	-0.011304	0.507469	-0.417773	-0.181954	0.0618233
1412.05	-476.768	-533.868	-0.0645638	-0.0117347	0.507469	-1.12066	-0.140151	0.0478798
1412.11	-424.269	-459.972	-0.0760562	-0.056805	0.409685	-1.61517	-0.156371	0.0396809
1412.14	-381.744	-413.891	-0.0755799	-0.0562913	0.409685	-1.52602	-0.163894	0.0370075
1412.22	-308.507	-327.913	-0.0759565	-0.0798362	0.409685	-2.36326	-0.136216	0.0355379
1412.25	-266.507	-276.323	-0.0510856	-0.0929063	0.409685	-2.82427	-0.0805885	0.0353284
1412.33	-213.631	-196.942	-0.117397	-0.165268	0.409685	-1.9709	-0.203005	0.0489217
1412.36	-163.494	-123.351	-0.15966	-0.230018	1.27016	-1.78127	-0.295445	0.0453921
1412.41	0	0	0	0	1.27016	-1.94772	-0.261376	0.0424221
1412.47	0	0	0	0	1.27016	-1.94772	-0.261376	0.0424221
1412.52	0	0	0	0	1.27016	-1.94772	-0.261376	0.0424221
1412.55	0	0	0	0	1.27016	-1.94772	-0.261376	0.0424221
1412.61	0	0	0	0	0.441789	-1.94772	-0.261376	0.0424221
1412.66	0	0	0	0	0.441789	-1.94772	-0.261376	0.0424221
1412.72	0	0	0	0	0.441789	-1.94772	-0.261376	0.0424221
1412.77	0	0	0	0	0.441789	-1.94772	-0.261376	0.0424221
1412.81	0	0	0	0	0.441789	-1.94772	-0.261376	0.0424221
1412.86	0	0	0	0	0.00463064	-1.94772	-0.261376	0.0424221
1412.89	0	0	0	0	0.00463064	-1.94772	-0.261376	0.0424221
1412.97	0	0	0	0	0.00463064	-1.94772	-0.261376	0.0424221
1413.03	0	0	0	0	0.00463064	-1.94772	-0.261376	0.0424221
1413.05	0	0	0	0	0.00463064	-1.94772	-0.261376	0.0424221
1413.11	0	0	0	0	0.00452062	-1.94772	-0.261376	0.0424221
1413.14	0	0	0	0	0.00452062	-1.94772	-0.261376	0.0424221
1413.22	0	0	0	0	0.00452062	-1.94772	-0.261376	0.0424221
1413.25	0	0	0	0	0.00452062	-1.94772	-0.261376	0.0424221
1413.3	0	0	0	0	0.00452062	-1.94772	-0.261376	0.0424221
1413.36	0	0	0	0	0.00452062	-1.94772	-0.261376	0.0424221
1413.41	0	0	0	0	0.00459426	-1.94772	-0.261376	0.0424221
1413.47	0	0	0	0	0.00459426	-1.94772	-0.261376	0.0424221
1413.52	0	0	0	0	0.00459426	-1.94772	-0.261376	0.0424221
1413.56	0	0	0	0	0.00459426	-1.94772	-0.261376	0.0424221
1413.61	0	0	0	0	0.00459426	-1.94772	-0.261376	0.0424221
1413.66	0	0	0	0	0.00446165	-1.94772	-0.261376	0.0424221
1413.72	0	0	0	0	0.00446165	-1.94772	-0.261376	0.0424221
1413.77	0	0	0	0	0.00446165	-1.94772	-0.261376	0.0424221
1413.8	0	0	0	0	0.00446165	-1.94772	-0.261376	0.0424221
1413.84	0	0	0	0	0.00446165	-1.94772	-0.261376	0.0424221
1413.89	0	0	0	0	0.00441142	-1.94772	-0.261376	0.0424221
1413.95	0	0	0	0	0.00441142	-1.94772	-0.261376	0.0424221
1414.02	0	0	0	0	0.00441142	-1.94772	-0.261376	0.0424221
1414.06	0	0	0	0	0.00441142	-1.94772	-0.261376	0.0424221
1414.09	0	0	0	0	0.00441142	-1.94772	-0.261376	0.0424221
1414.14	0	0	0	0	0.00441854	-1.94772	-0.261376	0.0424221
1414.2	0	0	0	0	0.00441854	-1.94772	-0.261376	0.0424221
1414.27	0	0	0	0	0.00441854	-1.94772	-0.261376	0.0424221
1414.31	0	0	0	0	0.00441854	-1.94772	-0.261376	0.0424221
1414.36	0	0	0	0	0.00441854	-1.94772	-0.261376	0.0424221
1414.41	0	0	0	0	0.00433406	-1.94772	-0.261376	0.0424221
1414.47	0	0	0	0	0.00433406	-1.94772	-0.261376	0.0424221
1414.52	0	0	0	0	0.00433406	-1.94772	-0.261376	0.0424221
1414.55	0	0	0	0	0.00433406	-1.94772	-0.261376	0.0424221
1414.61	0	0	0	0	0.00433406	-1.94772	-0.261376	0.0424221
1414.66	0	0	0	0	0.0043594	-1.94772	-0.261376	0.0424221
1414.7	0	0	0	0	0.0043594	-1.94772	-0.261376	0.0424221
1414.77	0	0	0	0	0.0043594	-1.94772	-0.261376	0.0424221
1414.81	0	0	0	0	0.0043594	-1.94772	-0.261376	0.0424221
1414.84	0	0	0	0	0.0043594	-1.94772	-0.261376	0.0424221
1414.89	0	0	0	0	0.0045026	-1.94772	-0.261376	0.0424221
1414.95	0	0	0	0	0.0045026	-1.94772	-0.261376	0.0424221
1415.02	0	0	0	0	0.0045026	-1.94772	-0.261376	0.0424221
1415.06	0	0	0	0	0.0045026	-1.94772	-0.261376	0.0424221
1415.09	0	0	0	0	0.0045026	-1.94772	-0.261376	0.0424221
1415.14	0	0	0	0	0.0045026	-1.94772	-0.261376	0.0424221
1415.22	0	0	0	0	0.00451307	-1.94772	-0.261376	0.0424221
1415.27	0	0	0	0	0.00451307	-1.94772	-0.261376	0.0424221
1415.31	0	0	0	0	0.00451307	-1.94772	-0.261376	0.0424221
1415.36	0	0	0	0	0.00451307	-1.94772	-0.261376	0.0424221
1415.41	0	0	0	0	0.00451307	-1.94772	-0.261376	0.0424221
1415.47	0	0	0	0	0.00455413	-1.94772	-0.261376	0.0424221
1415.52	0	0	0	0	0.00455413	-1.94772	-0.261376	0.0424221
1415.56	0	0	0	0	0.00455413	-1.94772	-0.261376	0.0424221
1415.59	0	0	0	0	0.00455413	-1.94772	-0.261376	0.0424221
1415.66	0	0	0	0	0.00455413	-1.94772	-0.261376	0.0424221
1415.7	0	0	0	0	0.00469754	-1.94772	-0.261376	0.0424221
1415.77	0	0	0	0	0.00469754	-1.94772	-0.261376	0.0424221
1415.81	0	0	0	0	0.00469754	-1.94772	-0.261376	0.0424221
1415.84	0	0	0	0	0.00469754	-1.94772	-0.261376	0.0424221
1415.89	0	0	0	0	0.00469754	-1.94772	-0.261376	0.0424221
1415.95	0	0	0	0	0.00446577	-1.94772	-0.261376	0.0424221
1416.02	0	0	0	0	0.00446577	-1.94772	-0.261376	0.0424221
1416.06	0	0	0	0	0.00446577	-1.94772	-0.261376	0.0424221
1416.11	0	0	0	0	0.00446577	-1.94772	-0.261376	0.0424221
1416.14	0	0	0	0	0.00446577	-1.94772	-0.261376	0.0424221
1416.22	0	0	0	0	0.00437501	-1.94772	-0.261376	0.0424221
1416.27	0	0	0	0	0.00437501	-1.94772	-0.261376	0.0424221
1416.31	0	0	0	0	0.00437501	-1.94772	-0.261376	0.0424221
1416.36	0	0	0	0	0.00437501	-1.94772	-0.261376	0.0424221
1416.41	0	0	0	0	0.00437501	-1.94772	-0.261376	0.0424221
