Time,Voltage_Raw,Voltage
656,-272.5807331,-0.8761076582
657,-273.242146,-0.8782335197
658,-273.2264322,-0.8781830137
659,-272.9257369,-0.8772165424
660,-272.8008566,-0.8768151619
661,-273.2208967,-0.8781652219
662,-274.3414756,-0.8817668989
663,-276.0640275,-0.8873033904
664,-278.0874696,-0.8938069796
665,-280.0292432,-0.9000480764
666,-281.5683059,-0.9049948112
667,-282.5567209,-0.9081716974
668,-283.0605623,-0.9097911049
669,-283.3188986,-0.9106214293
670,-283.6406375,-0.9116555373
671,-284.2812966,-0.9137146936
672,-285.3473162,-0.9171410104
673,-286.7629458,-0.9216910162
674,-288.3094671,-0.9266617239
675,-289.7186022,-0.9311908557
676,-290.7820529,-0.9346089157
677,-291.4344417,-0.9367057727
678,-291.7786797,-0.9378121956
679,-292.0458743,-0.9386709915
680,-292.5071052,-0.9401534438
681,-293.3720602,-0.9429335144
682,-294.7131808,-0.9472440393
683,-296.4427456,-0.9528030711
684,-298.349091,-0.9589302973
685,-300.17543,-0.9648003732
686,-301.7092974,-0.9697304097
687,-302.8481866,-0.9733909382
688,-303.6179136,-0.9758649345
689,-304.1398943,-0.977542644
690,-304.5638603,-0.9789053224
691,-304.9955714,-0.9802928944
692,-305.4498881,-0.9817531236
693,-305.8481785,-0.9830332774
694,-306.0602626,-0.9837149415
695,-305.9725875,-0.9834331431
696,-305.5534622,-0.9820860233
697,-304.8871981,-0.9799445694
698,-304.161403,-0.9776117756
699,-303.6104493,-0.9758409434
700,-303.4358222,-0.9752796706
701,-303.7336717,-0.9762369952
702,-304.4576667,-0.9785640032
703,-305.4320746,-0.9816958688
704,-306.4109896,-0.9848422208
705,-307.1621866,-0.9872566594
706,-307.5448777,-0.9884866752
707,-307.5531591,-0.9885132926
708,-307.3100772,-0.9877319978
709,-307.0158651,-0.9867863643
710,-306.8708282,-0.986320198
711,-307.0021895,-0.9867424092
712,-307.4217546,-0.9880909426
713,-308.0287262,-0.9900418232
714,-308.6544433,-0.9920529541
715,-309.1300915,-0.9935817453
716,-309.3505268,-0.9942902512
