Time,Voltage
0,0.00000000000
1,-0.01438890000
2,-0.02834078000
3,-0.04143826000
4,-0.05330208000
5,-0.06360741000
6,-0.07209716000
7,-0.07859128000
8,-0.08299185000
9,-0.08528378000
10,-0.08553087000
11,-0.08386796000
12,-0.08048950000
13,-0.07563546000
14,-0.06957542000
15,-0.06259201000
16,-0.05496484000
17,-0.04695517000
18,-0.03879340000
19,-0.03066912000
20,-0.02272436000
21,-0.01505074000
22,-0.00768991600
23,-0.00063745000
24,0.00615053900
25,0.01274845000
26,0.01925097000
27,0.02576222000
28,0.03238510000
29,0.03921169000
30,0.04631539000
31,0.05374512000
32,0.06152207000
33,0.06963914000
34,0.07806260000
35,0.08673630000
36,0.09558721000
37,0.10453260000
38,0.11348740000
39,0.12237130000
40,0.13111570000
41,0.13966880000
42,0.14799880000
43,0.15609640000
44,0.16397370000
45,0.17166220000
46,0.17920920000
47,0.18667210000
48,0.19411270000
49,0.20159170000
50,0.20916200000
51,0.21686440000
52,0.22472390000
53,0.23274730000
54,0.24092310000
55,0.24922270000
56,0.25760350000
57,0.26601230000
58,0.27439130000
59,0.28268240000
60,0.29083330000
61,0.29880120000
62,0.30655770000
63,0.31408980000
64,0.32140190000
65,0.32851400000
66,0.33546020000
67,0.34228470000
68,0.34903760000
69,0.35577050000
70,0.36253020000
71,0.36935600000
72,0.37627470000
73,0.38329850000
74,0.39042400000
75,0.39763290000
76,0.40489310000
77,0.41216280000
78,0.41939330000
79,0.42653540000
80,0.43354240000
81,0.44037600000
82,0.44700890000
83,0.45342810000
84,0.45963620000
85,0.46565050000
86,0.47150260000
87,0.47723450000
88,0.48289510000
89,0.48853520000
90,0.49420450000
91,0.49994400000
92,0.50578520000
93,0.51174580000
94,0.51782880000
95,0.52402160000
96,0.53029960000
97,0.53662600000
98,0.54295800000
99,0.54924960000
100,0.55545950000
101,0.56155060000
102,0.56749770000
103,0.57328980000
104,0.57893020000
105,0.58443660000
106,0.58984210000
107,0.59518870000
108,0.60052460000
109,0.60590170000
110,0.61136700000
111,0.61695950000
112,0.62270680000
113,0.62862130000
114,0.63469810000
115,0.64091650000
116,0.64724060000
117,0.65362330000
118,0.66000980000
119,0.66634430000
120,0.67257410000
121,0.67865460000
122,0.68455650000
123,0.69026600000
124,0.69578780000
125,0.70114480000
126,0.70637690000
127,0.71153560000
128,0.71668040000
129,0.72187220000
130,0.72716760000
131,0.73261210000
132,0.73823470000
133,0.74404560000
134,0.75003310000
135,0.75616460000
136,0.76238870000
137,0.76863960000
138,0.77484330000
139,0.78092650000
140,0.78682240000
141,0.79247950000
142,0.79786740000
143,0.80298170000
144,0.80784700000
145,0.81251450000
146,0.81706200000
147,0.82158430000
148,0.82618610000
149,0.83097270000
150,0.83603640000
151,0.84144690000
152,0.84723970000
153,0.85340810000
154,0.85989840000
155,0.86660680000
156,0.87338090000
157,0.88002720000
158,0.88631980000
159,0.89201420000
160,0.89686200000
161,0.90062890000
162,0.90311130000
163,0.90415280000
164,0.90365760000
165,0.90159950000
166,0.89803090000
167,0.89308030000
168,0.88694920000
169,0.87990400000
170,0.87226090000
171,0.86436810000
172,0.85658890000
173,0.84927850000
174,0.84276530000
175,0.83733210000
176,0.83320050000
177,0.83052100000
178,0.82936520000
179,0.82972630000
180,0.83152200000
181,0.83460450000
182,0.83877240000
183,0.84378800000
184,0.84939320000
185,0.85532870000
186,0.86135110000
187,0.86724640000
188,0.87284300000
189,0.87801860000
190,0.88270470000
191,0.88688470000
192,0.89058880000
193,0.89388760000
194,0.89687900000
195,0.89967830000
196,0.90240420000
197,0.90516490000
198,0.90805330000
199,0.91113440000
200,0.91444240000
201,0.91797860000
202,0.92171380000
203,0.92559270000
204,0.92954030000
205,0.93347030000
206,0.93729490000
207,0.94093180000
208,0.94431450000
209,0.94739680000
210,0.95015660000
211,0.95259760000
212,0.95474790000
213,0.95665710000
214,0.95838900000
215,0.96001720000
216,0.96161510000
217,0.96325100000
218,0.96497990000
219,0.96683790000
220,0.96884180000
221,0.97098430000
222,0.97323960000
223,0.97556190000
224,0.97789160000
225,0.98016500000
226,0.98231610000
227,0.98428460000
228,0.98602430000
229,0.98750270000
230,0.98870750000
231,0.98964770000
232,0.99034860000
233,0.99085470000
234,0.99122010000
235,0.99150590000
236,0.99177300000
237,0.99207840000
238,0.99246520000
239,0.99296330000
240,0.99358690000
241,0.99432920000
242,0.99516700000
243,0.99606410000
244,0.99697210000
245,0.99783780000
246,0.99861070000
247,0.99924270000
248,0.99969670000
249,0.99995100000
250,1.00000000000
251,0.99985300000
252,0.99953840000
253,0.99909410000
254,0.99856940000
255,0.99801620000
256,0.99748730000
257,0.99702670000
258,0.99667080000
259,0.99643890000
260,0.99633710000
261,0.99635330000
262,0.99646140000
263,0.99662190000
264,0.99678760000
265,0.99690710000
266,0.99692880000
267,0.99680960000
268,0.99651410000
269,0.99602130000
270,0.99532430000
271,0.99443250000
272,0.99336780000
273,0.99216500000
274,0.99086470000
275,0.98951290000
276,0.98815040000
277,0.98681490000
278,0.98553470000
279,0.98432180000
280,0.98317690000
281,0.98208730000
282,0.98102550000
283,0.97995510000
284,0.97883470000
285,0.97762100000
286,0.97627210000
287,0.97475460000
288,0.97304400000
289,0.97113090000
290,0.96901590000
291,0.96671520000
292,0.96425520000
293,0.96167030000
294,0.95899970000
295,0.95628210000
296,0.95355270000
297,0.95083810000
298,0.94815400000
299,0.94550580000
300,0.94288420000
301,0.94027020000
302,0.93763480000
303,0.93494460000
304,0.93216530000
305,0.92926440000
306,0.92621670000
307,0.92300710000
308,0.91963170000
309,0.91609900000
310,0.91242780000
311,0.90864550000
312,0.90478380000
313,0.90087560000
314,0.89694730000
315,0.89301760000
316,0.88909240000
317,0.88516310000
318,0.88120630000
319,0.87718780000
320,0.87306360000
321,0.86878840000
322,0.86432260000
323,0.85963880000
324,0.85473260000
325,0.84962760000
326,0.84438230000
327,0.83909120000
328,0.83388630000
329,0.82893330000
330,0.82442180000
331,0.82055680000
332,0.81754540000
333,0.81558100000
334,0.81482710000
335,0.81540220000
336,0.81736760000
337,0.82071470000
338,0.82536130000
339,0.83114850000
340,0.83784690000
341,0.84516320000
342,0.85275690000
343,0.86025820000
344,0.86728750000
345,0.87348110000
346,0.87851010000
347,0.88210350000
348,0.88406360000
349,0.88427820000
350,0.88272820000
351,0.87948410000
352,0.87470350000
353,0.86861600000
354,0.86150670000
355,0.85369430000
356,0.84550940000
357,0.83727040000
358,0.82925980000
359,0.82170900000
360,0.81478140000
361,0.80856670000
362,0.80307600000
363,0.79824880000
364,0.79396160000
365,0.79004220000
366,0.78629020000
367,0.78249390000
368,0.77845380000
369,0.77399810000
370,0.76900010000
371,0.76338790000
372,0.75714940000
373,0.75033310000
374,0.74304060000
375,0.73541750000
376,0.72763730000
377,0.71988470000
378,0.71233860000
379,0.70515320000
380,0.69844530000
381,0.69228290000
382,0.68667970000
383,0.68159220000
384,0.67692740000
385,0.67254980000
386,0.66829680000
387,0.66399220000
388,0.65946510000
389,0.65456620000
390,0.64918210000
391,0.64324600000
392,0.63674490000
393,0.62972060000
394,0.62226610000
395,0.61451630000
396,0.60663590000
397,0.59880380000
398,0.59119450000
399,0.58396360000
400,0.57723090000
401,0.57106890000
402,0.56549700000
403,0.56047760000
404,0.55591930000
405,0.55168800000
406,0.54761510000
407,0.54351710000
408,0.53921150000
409,0.53453430000
410,0.52935650000
411,0.52359600000
412,0.51722610000
413,0.51027940000
414,0.50284270000
415,0.49505240000
416,0.48707850000
417,0.47911070000
418,0.47133790000
419,0.46393190000
420,0.45702850000
421,0.45071490000
422,0.44501900000
423,0.43990640000
424,0.43528270000
425,0.43100090000
426,0.42687410000
427,0.42269400000
428,0.41824900000
429,0.41334590000
430,0.40782700000
431,0.40158730000
432,0.39458480000
433,0.38684590000
434,0.37846340000
435,0.36958980000
436,0.36042330000
437,0.35118930000
438,0.34211890000
439,0.33342730000
440,0.32529250000
441,0.31783680000
442,0.31111380000
443,0.30510170000
444,0.29970340000
445,0.29475430000
446,0.29003620000
447,0.28529700000
448,0.28027440000
449,0.27472130000
450,0.26842910000
451,0.26125050000
452,0.25311430000
453,0.24403550000
454,0.23411630000
455,0.22353870000
456,0.21255030000
457,0.20144200000
458,0.19052190000
459,0.18008610000
460,0.17039010000
461,0.16162270000
462,0.15388540000
463,0.14717980000
464,0.14140390000
465,0.13635750000
466,0.13175840000
467,0.12726620000
468,0.12251230000
469,0.11713500000
470,0.11081430000
471,0.10330480000
472,0.09446315000
473,0.08426669000
474,0.07282180000
475,0.06036038000
476,0.04722489000
477,0.03384135000
478,0.02068417000
479,0.00823369800
480,-0.00306838100
481,-0.01286290000
482,-0.02091185000
483,-0.02712799000
484,-0.03159270000
485,-0.03455911000
486,-0.03644024000
487,-0.03778164000
488,-0.03922048000
489,-0.04143339000
490,-0.04507767000
491,-0.05072913000
492,-0.05882318000
493,-0.06960263000
494,-0.08307844000
495,-0.09900563000
496,-0.11687870000
497,-0.13594640000
498,-0.15524740000
499,-0.17366320000
500,-0.18998620000
501,-0.20299840000
502,-0.21155520000
503,-0.21466730000
504,-0.21157580000
505,-0.20181540000
506,-0.18525790000
507,-0.16213580000
508,-0.13304170000
509,-0.09890369000
510,-0.06093837000
511,-0.02058357000
512,0.02058357000
513,0.06093837000
514,0.09890369000
515,0.13304170000
516,0.16213580000
517,0.18525790000
518,0.20181540000
519,0.21157580000
520,0.21466730000
521,0.21155520000
522,0.20299840000
523,0.18998620000
524,0.17366320000
525,0.15524740000
526,0.13594640000
527,0.11687870000
528,0.09900563000
529,0.08307844000
530,0.06960263000
531,0.05882318000
532,0.05072913000
533,0.04507767000
534,0.04143339000
535,0.03922048000
536,0.03778164000
537,0.03644024000
538,0.03455911000
539,0.03159270000
540,0.02712799000
541,0.02091185000
542,0.01286290000
543,0.00306838100
544,-0.00823369800
545,-0.02068417000
546,-0.03384135000
547,-0.04722489000
548,-0.06036038000
549,-0.07282180000
550,-0.08426669000
551,-0.09446315000
552,-0.10330480000
553,-0.11081430000
554,-0.11713500000
555,-0.12251230000
556,-0.12726620000
557,-0.13175840000
558,-0.13635750000
559,-0.14140390000
560,-0.14717980000
561,-0.15388540000
562,-0.16162270000
563,-0.17039010000
564,-0.18008610000
565,-0.19052190000
566,-0.20144200000
567,-0.21255030000
568,-0.22353870000
569,-0.23411630000
570,-0.24403550000
571,-0.25311430000
572,-0.26125050000
573,-0.26842910000
574,-0.27472130000
575,-0.28027440000
576,-0.28529700000
577,-0.29003620000
578,-0.29475430000
579,-0.29970340000
580,-0.30510170000
581,-0.31111380000
582,-0.31783680000
583,-0.32529250000
584,-0.33342730000
585,-0.34211890000
586,-0.35118930000
587,-0.36042330000
588,-0.36958980000
589,-0.37846340000
590,-0.38684590000
591,-0.39458480000
592,-0.40158730000
593,-0.40782700000
594,-0.41334590000
595,-0.41824900000
596,-0.42269400000
597,-0.42687410000
598,-0.43100090000
599,-0.43528270000
600,-0.43990640000
601,-0.44501900000
602,-0.45071490000
603,-0.45702850000
604,-0.46393190000
605,-0.47133790000
606,-0.47911070000
607,-0.48707850000
608,-0.49505240000
609,-0.50284270000
610,-0.51027940000
611,-0.51722610000
612,-0.52359600000
613,-0.52935650000
614,-0.53453430000
615,-0.53921150000
616,-0.54351710000
617,-0.54761510000
618,-0.55168800000
619,-0.55591930000
620,-0.56047760000
621,-0.56549700000
622,-0.57106890000
623,-0.57723090000
624,-0.58396360000
625,-0.59119450000
626,-0.59880380000
627,-0.60663590000
628,-0.61451630000
629,-0.62226610000
630,-0.62972060000
631,-0.63674490000
632,-0.64324600000
633,-0.64918210000
634,-0.65456620000
635,-0.65946510000
636,-0.66399220000
637,-0.66829680000
638,-0.67254980000
639,-0.67692740000
640,-0.68159220000
641,-0.68667970000
642,-0.69228290000
643,-0.69844530000
644,-0.70515320000
645,-0.71233860000
646,-0.71988470000
647,-0.72763730000
648,-0.73541750000
649,-0.74304060000
650,-0.75033310000
651,-0.75714940000
652,-0.76338790000
653,-0.76900010000
654,-0.77399810000
655,-0.77845380000
656,-0.78249390000
657,-0.78629020000
658,-0.79004220000
659,-0.79396160000
660,-0.79824880000
661,-0.80307600000
662,-0.80856670000
663,-0.81478140000
664,-0.82170900000
665,-0.82925980000
666,-0.83727040000
667,-0.84550940000
668,-0.85369430000
669,-0.86150670000
670,-0.86861600000
671,-0.87470350000
672,-0.87948410000
673,-0.88272820000
674,-0.88427820000
675,-0.88406360000
676,-0.88210350000
677,-0.87851010000
678,-0.87348110000
679,-0.86728750000
680,-0.86025820000
681,-0.85275690000
682,-0.84516320000
683,-0.83784690000
684,-0.83114850000
685,-0.82536130000
686,-0.82071470000
687,-0.81736760000
688,-0.81540220000
689,-0.81482710000
690,-0.81558100000
691,-0.81754540000
692,-0.82055680000
693,-0.82442180000
694,-0.82893330000
695,-0.83388630000
696,-0.83909120000
697,-0.84438230000
698,-0.84962760000
699,-0.85473260000
700,-0.85963880000
701,-0.86432260000
702,-0.86878840000
703,-0.87306360000
704,-0.87718780000
705,-0.88120630000
706,-0.88516310000
707,-0.88909240000
708,-0.89301760000
709,-0.89694730000
710,-0.90087560000
711,-0.90478380000
712,-0.90864550000
713,-0.91242780000
714,-0.91609900000
715,-0.91963170000
716,-0.92300710000
717,-0.92621670000
718,-0.92926440000
719,-0.93216530000
720,-0.93494460000
721,-0.93763480000
722,-0.94027020000
723,-0.94288420000
724,-0.94550580000
725,-0.94815400000
726,-0.95083810000
727,-0.95355270000
728,-0.95628210000
729,-0.95899970000
730,-0.96167030000
731,-0.96425520000
732,-0.96671520000
733,-0.96901590000
734,-0.97113090000
735,-0.97304400000
736,-0.97475460000
737,-0.97627210000
738,-0.97762100000
739,-0.97883470000
740,-0.97995510000
741,-0.98102550000
742,-0.98208730000
743,-0.98317690000
744,-0.98432180000
745,-0.98553470000
746,-0.98681490000
747,-0.98815040000
748,-0.98951290000
749,-0.99086470000
750,-0.99216500000
751,-0.99336780000
752,-0.99443250000
753,-0.99532430000
754,-0.99602130000
755,-0.99651410000
756,-0.99680960000
757,-0.99692880000
758,-0.99690710000
759,-0.99678760000
760,-0.99662190000
761,-0.99646140000
762,-0.99635330000
763,-0.99633710000
764,-0.99643890000
765,-0.99667080000
766,-0.99702670000
767,-0.99748730000
768,-0.99801620000
769,-0.99856940000
770,-0.99909410000
771,-0.99953840000
772,-0.99985300000
773,-1.00000000000
774,-0.99995100000
775,-0.99969670000
776,-0.99924270000
777,-0.99861070000
778,-0.99783780000
779,-0.99697210000
780,-0.99606410000
781,-0.99516700000
782,-0.99432920000
783,-0.99358690000
784,-0.99296330000
785,-0.99246520000
786,-0.99207840000
787,-0.99177300000
788,-0.99150590000
789,-0.99122010000
790,-0.99085470000
791,-0.99034860000
792,-0.98964770000
793,-0.98870750000
794,-0.98750270000
795,-0.98602430000
796,-0.98428460000
797,-0.98231610000
798,-0.98016500000
799,-0.97789160000
800,-0.97556190000
801,-0.97323960000
802,-0.97098430000
803,-0.96884180000
804,-0.96683790000
805,-0.96497990000
806,-0.96325100000
807,-0.96161510000
808,-0.96001720000
809,-0.95838900000
810,-0.95665710000
811,-0.95474790000
812,-0.95259760000
813,-0.95015660000
814,-0.94739680000
815,-0.94431450000
816,-0.94093180000
817,-0.93729490000
818,-0.93347030000
819,-0.92954030000
820,-0.92559270000
821,-0.92171380000
822,-0.91797860000
823,-0.91444240000
824,-0.91113440000
825,-0.90805330000
826,-0.90516490000
827,-0.90240420000
828,-0.89967830000
829,-0.89687900000
830,-0.89388760000
831,-0.89058880000
832,-0.88688470000
833,-0.88270470000
834,-0.87801860000
835,-0.87284300000
836,-0.86724640000
837,-0.86135110000
838,-0.85532870000
839,-0.84939320000
840,-0.84378800000
841,-0.83877240000
842,-0.83460450000
843,-0.83152200000
844,-0.82972630000
845,-0.82936520000
846,-0.83052100000
847,-0.83320050000
848,-0.83733210000
849,-0.84276530000
850,-0.84927850000
851,-0.85658890000
852,-0.86436810000
853,-0.87226090000
854,-0.87990400000
855,-0.88694920000
856,-0.89308030000
857,-0.89803090000
858,-0.90159950000
859,-0.90365760000
860,-0.90415280000
