Time,Voltage
683,-.8378469
684,-.8311485
685,-.8253613
686,-.8207147
687,-.8173676
688,-.8154022
689,-.8148271
690,-.815581
691,-.8175454
692,-.8205568
693,-.8244218
694,-.8289333
695,-.8338863
696,-.8390912
697,-.8443823
698,-.8496276
699,-.8547326
700,-.8596388
701,-.8643226
702,-.8687884
703,-.8730636
704,-.8771878
705,-.8812063
706,-.8851631
707,-.8890924
708,-.8930176
709,-.8969473
710,-.9008756
711,-.9047838
712,-.9086455
713,-.9124278
714,-.916099
715,-.9196317
716,-.9230071
717,-.9262167
718,-.9292644
719,-.9321653
720,-.9349446
721,-.9376348
722,-.9402702
723,-.9428842
724,-.9455058
725,-.948154
726,-.9508381
727,-.9535527
728,-.9562821
729,-.9589997
730,-.9616703
731,-.9642552
732,-.9667152
733,-.9690159
734,-.9711309
735,-.973044
736,-.9747546
737,-.9762721
738,-.977621
739,-.9788347
740,-.9799551
741,-.9810255
742,-.9820873
743,-.9831769
744,-.9843218
745,-.9855347
746,-.9868149
747,-.9881504
748,-.9895129
749,-.9908647
750,-.992165
751,-.9933678
752,-.9944325
753,-.9953243
754,-.9960213
755,-.9965141
756,-.9968096
757,-.9969288
758,-.9969071
759,-.9967876
760,-.9966219
761,-.9964614
762,-.9963533
763,-.9963371
764,-.9964389
765,-.9966708
766,-.9970267
767,-.9974873
768,-.9980162
769,-.9985694
770,-.9990941
771,-.9995384
772,-.999853
773,-1
774,-.999951
775,-.9996967
776,-.9992427
777,-.9986107
778,-.9978378
779,-.9969721
780,-.9960641
781,-.995167
782,-.9943292
783,-.9935869
784,-.9929633
785,-.9924652
786,-.9920784
787,-.991773
788,-.9915059
789,-.9912201
790,-.9908547
791,-.9903486
792,-.9896477
793,-.9887075
794,-.9875027
795,-.9860243
796,-.9842846
797,-.9823161
798,-.980165
799,-.9778916
800,-.9755619
801,-.9732396
802,-.9709843
803,-.9688418
804,-.9668379
805,-.9649799
806,-.963251
807,-.9616151
808,-.9600172
809,-.958389
810,-.9566571
811,-.9547479
812,-.9525976
813,-.9501566
814,-.9473968
815,-.9443145
816,-.9409318
817,-.9372949
818,-.9334703
819,-.9295403
820,-.9255927
821,-.9217138
822,-.9179786
823,-.9144424
824,-.9111344
825,-.9080533
826,-.9051649
827,-.9024042
828,-.8996783
829,-.896879
830,-.8938876
831,-.8905888
832,-.8868847
833,-.8827047
834,-.8780186
835,-.872843
836,-.8672464
837,-.8613511
838,-.8553287
839,-.8493932
840,-.843788
841,-.8387724
842,-.8346045
843,-.831522
844,-.8297263
845,-.8293652
846,-.830521
847,-.8332005
848,-.8373321
849,-.8427653
850,-.8492785
851,-.8565889
852,-.8643681
853,-.8722609
854,-.879904
855,-.8869492
856,-.8930803
857,-.8980309
858,-.9015995
859,-.9036576
860,-.9041528
861,-.9031113
862,-.9006289
863,-.896862
864,-.8920142
865,-.8863198
866,-.8800272
867,-.8733809
868,-.8666068
869,-.8598984
870,-.8534081
871,-.8472397
872,-.8414469
873,-.8360364
874,-.8309727
875,-.8261861
876,-.8215843
877,-.817062
878,-.8125145
879,-.807847
880,-.8029817
881,-.7978674
882,-.7924795
883,-.7868224
884,-.7809265
885,-.7748433
886,-.7686396
887,-.7623887
888,-.7561646
889,-.7500331
890,-.7440456
891,-.7382347
892,-.7326121
893,-.7271676
894,-.7218722
895,-.7166804
896,-.7115356
897,-.7063769
898,-.7011448
899,-.6957878
900,-.690266
901,-.6845565
902,-.6786546
903,-.6725741
904,-.6663443
905,-.6600098
906,-.6536233
907,-.6472406
908,-.6409165
909,-.6346981
910,-.6286213
911,-.6227068
912,-.6169595
913,-.611367
914,-.6059017
915,-.6005246
916,-.5951887
917,-.5898421
918,-.5844366
919,-.5789302
920,-.5732898
921,-.5674977
922,-.5615506
923,-.5554595
924,-.5492496
925,-.542958
926,-.536626
927,-.5302996
928,-.5240216
929,-.5178288
930,-.5117458
931,-.5057852
932,-.499944
933,-.4942045
934,-.4885352
935,-.4828951
936,-.4772345
937,-.4715026
938,-.4656505
939,-.4596362
940,-.4534281
941,-.4470089
942,-.440376
943,-.4335424
944,-.4265354
945,-.4193933
946,-.4121628
947,-.4048931
948,-.3976329
949,-.390424
950,-.3832985
951,-.3762747
952,-.369356
953,-.3625302
954,-.3557705
955,-.3490376
956,-.3422847
957,-.3354602
958,-.328514
959,-.3214019
960,-.3140898
961,-.3065577
962,-.2988012
963,-.2908333
964,-.2826824
